65.353853348,10.10.1.1:59566,10.10.2.2:5001,32,0x567d3a47,0x567d0747,10,2147483647,28960,467,29312
65.462946228,10.10.1.1:59566,10.10.2.2:5001,32,0x567d3a47,0x567d075f,11,2147483647,29056,536,29312
65.474946094,10.10.1.1:59566,10.10.2.2:5001,32,0x567d50e7,0x567d0d07,12,2147483647,31872,14187,29312
65.486883243,10.10.1.1:59566,10.10.2.2:5001,32,0x567d5c37,0x567d12af,13,2147483647,34816,27632,29312
65.498978533,10.10.1.1:59566,10.10.2.2:5001,32,0x567d6787,0x567d1857,14,2147483647,37760,40888,29312
65.510920250,10.10.1.1:59566,10.10.2.2:5001,32,0x567d72d7,0x567d1dff,15,2147483647,40576,53999,29312
65.522873892,10.10.1.1:59566,10.10.2.2:5001,32,0x567d7e27,0x567d23a7,16,2147483647,43520,66965,29312
65.534825021,10.10.1.1:59566,10.10.2.2:5001,32,0x567d8977,0x567d294f,17,2147483647,46336,79802,29312
65.546929053,10.10.1.1:59566,10.10.2.2:5001,32,0x567d94c7,0x567d2ef7,18,2147483647,49280,92528,29312
65.558989910,10.10.1.1:59566,10.10.2.2:5001,32,0x567da017,0x567d349f,19,2147483647,52224,105176,29312
65.954712087,10.10.1.1:59566,10.10.2.2:5001,32,0x567db10f,0x567d3a47,20,2147483647,55040,117751,29312
65.966712640,10.10.1.1:59566,10.10.2.2:5001,32,0x567db6b7,0x567d3fef,21,2147483647,57984,164502,29312
65.978853641,10.10.1.1:59566,10.10.2.2:5001,32,0x567dc207,0x567d4597,22,2147483647,60928,206909,29312
65.990631981,10.10.1.1:59566,10.10.2.2:5001,32,0x567dcd57,0x567d4b3f,23,2147483647,63744,245530,29312
66.002613800,10.10.1.1:59566,10.10.2.2:5001,32,0x567dd8a7,0x567d50e7,24,2147483647,66688,280795,29312
66.014615805,10.10.1.1:59566,10.10.2.2:5001,32,0x567de3f7,0x567d568f,25,2147483647,69504,311653,29312
66.026671444,10.10.1.1:59566,10.10.2.2:5001,32,0x567def47,0x567d5c37,26,2147483647,72448,340154,29312
66.038658251,10.10.1.1:59566,10.10.2.2:5001,32,0x567dfa97,0x567d61df,27,2147483647,75392,365107,29312
66.050663698,10.10.1.1:59566,10.10.2.2:5001,32,0x567e05e7,0x567d6787,28,2147483647,78208,388439,29312
66.062632716,10.10.1.1:59566,10.10.2.2:5001,32,0x567e1137,0x567d6d2f,29,2147483647,81152,408844,29312
66.074605081,10.10.1.1:59566,10.10.2.2:5001,32,0x567e1c87,0x567d72d7,30,2147483647,84096,428194,29312
66.086551390,10.10.1.1:59566,10.10.2.2:5001,32,0x567e27d7,0x567d787f,31,2147483647,86912,445129,29312
66.098560727,10.10.1.1:59566,10.10.2.2:5001,32,0x567e3327,0x567d7e27,32,2147483647,89856,461441,29312
66.110627256,10.10.1.1:59566,10.10.2.2:5001,32,0x567e3e77,0x567d83cf,33,2147483647,92672,475720,29312
66.122546573,10.10.1.1:59566,10.10.2.2:5001,32,0x567e49c7,0x567d8977,34,2147483647,95616,489723,29312
66.134602569,10.10.1.1:59566,10.10.2.2:5001,32,0x567e5517,0x567d8f1f,35,2147483647,98560,501972,29312
66.158525094,10.10.1.1:59566,10.10.2.2:5001,32,0x567e6067,0x567d94c7,36,2147483647,101376,514198,29312
66.170494379,10.10.1.1:59566,10.10.2.2:5001,32,0x567e6bb7,0x567d9a6f,37,2147483647,104320,526372,29312
66.182573754,10.10.1.1:59566,10.10.2.2:5001,32,0x567e7707,0x567da017,38,2147483647,107264,538520,29312
66.194569683,10.10.1.1:59566,10.10.2.2:5001,32,0x567e8257,0x567da5bf,39,2147483647,110080,549152,29312
66.782153020,10.10.1.1:59566,10.10.2.2:5001,44,0x567e8da7,0x567dab67,40,2147483647,113024,559955,29312
66.794123103,10.10.1.1:59566,10.10.2.2:5001,44,0x567e934f,0x567dab67,40,2147483647,115840,593390,29312
66.806037030,10.10.1.1:59566,10.10.2.2:5001,52,0x567e98f7,0x567dab67,40,2147483647,118784,622641,29312
66.818337163,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,39,20,121728,648209,29312
66.830137696,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,36,20,124544,670646,29312
66.842085922,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,35,20,127488,690256,29312
66.854142992,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,33,20,130432,707407,29312
66.866116978,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,32,20,133248,722415,29312
66.878127770,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,30,20,136192,735545,29312
66.890111549,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,29,20,139008,747035,29312
66.902129179,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,27,20,141952,757091,29312
66.914111486,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,26,20,144896,765895,29312
66.926080188,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,24,20,147712,773603,29312
66.938112141,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,23,20,150656,780342,29312
66.949980063,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,21,20,152448,786234,29312
66.961979959,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,20,20,152448,791385,29312
66.986070510,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,19,20,152448,795877,29312
66.997920857,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,18,20,152448,799835,29312
67.009987742,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,17,20,152448,803284,29312
67.022011351,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,16,20,152448,806300,29312
67.549702361,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,15,20,152448,808943,29312
67.561644318,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,14,20,152448,803767,29312
67.573533005,10.10.1.1:59566,10.10.2.2:5001,60,0x567e98f7,0x567dab67,14,20,152448,799236,29312
67.585656758,10.10.1.1:59566,10.10.2.2:5001,60,0x567e9e9f,0x567dbc5f,20,20,148224,795331,29312
67.597530148,10.10.1.1:59566,10.10.2.2:5001,60,0x567ea447,0x567dc7af,20,20,145408,790415,29312
67.609637254,10.10.1.1:59566,10.10.2.2:5001,60,0x567ea9ef,0x567dd2ff,20,20,142592,784613,29312
67.621509043,10.10.1.1:59566,10.10.2.2:5001,60,0x567eaf97,0x567dde4f,20,20,142464,778036,29312
67.633579236,10.10.1.1:59566,10.10.2.2:5001,60,0x567eb53f,0x567de99f,20,20,144896,770782,29312
67.645587742,10.10.1.1:59566,10.10.2.2:5001,60,0x567ebae7,0x567df4ef,20,20,147456,762934,29312
67.657639487,10.10.1.1:59566,10.10.2.2:5001,60,0x567ec08f,0x567e003f,20,20,149888,754567,29312
67.669419217,10.10.1.1:59566,10.10.2.2:5001,60,0x567ec637,0x567e0b8f,20,20,152448,747247,29312
67.681925898,10.10.1.1:59566,10.10.2.2:5001,60,0x567ecbdf,0x567e16df,20,20,154880,739341,29312
67.693491704,10.10.1.1:59566,10.10.2.2:5001,60,0x567ed187,0x567e222f,20,20,157440,732423,29312
67.705511303,10.10.1.1:59566,10.10.2.2:5001,60,0x567ed72f,0x567e2d7f,20,20,159872,726370,29312
68.245315129,10.10.1.1:59566,10.10.2.2:5001,60,0x567edcd7,0x567e38cf,20,20,162432,721074,29312
68.257149218,10.10.1.1:59566,10.10.2.2:5001,60,0x567ee27f,0x567e441f,20,20,164864,717940,29312
68.269152285,10.10.1.1:59566,10.10.2.2:5001,60,0x567ee827,0x567e4f6f,20,20,167424,715197,29312
