65.353887158,10.10.1.1:59568,10.10.2.2:5001,32,0xcc1f578d,0xcc1f248d,10,2147483647,28960,489,29312
65.355140306,10.10.1.1:59568,10.10.2.2:5001,32,0xcc1f578d,0xcc1f24a5,11,2147483647,29056,545,29312
65.367090071,10.10.1.1:59568,10.10.2.2:5001,32,0xcc1f73d5,0xcc1f2a4d,12,2147483647,31872,732,29312
65.379094832,10.10.1.1:59568,10.10.2.2:5001,32,0xcc1f73d5,0xcc1f2ff5,13,2147483647,34816,2391,29312
65.391049078,10.10.1.1:59568,10.10.2.2:5001,32,0xcc1f84cd,0xcc1f359d,14,2147483647,37760,5342,29312
65.402974237,10.10.1.1:59568,10.10.2.2:5001,32,0xcc1f901d,0xcc1f3b45,15,2147483647,40576,9420,29312
65.415074628,10.10.1.1:59568,10.10.2.2:5001,32,0xcc1f9b6d,0xcc1f40ed,16,2147483647,43520,14478,29312
65.427032199,10.10.1.1:59568,10.10.2.2:5001,32,0xcc1fa6bd,0xcc1f4695,17,2147483647,46336,20414,29312
65.439039923,10.10.1.1:59568,10.10.2.2:5001,32,0xcc1fb20d,0xcc1f4c3d,18,2147483647,49280,27103,29312
65.451350909,10.10.1.1:59568,10.10.2.2:5001,32,0xcc1fbd5d,0xcc1f51e5,19,2147483647,52224,34456,29312
65.702929137,10.10.1.1:59568,10.10.2.2:5001,32,0xcc1fce55,0xcc1f578d,20,2147483647,55040,42429,29312
65.714823683,10.10.1.1:59568,10.10.2.2:5001,32,0xcc1fd3fd,0xcc1f5d35,21,2147483647,57984,80599,29312
65.726928482,10.10.1.1:59568,10.10.2.2:5001,32,0xcc1fdf4d,0xcc1f62dd,22,2147483647,60928,115484,29312
65.738843847,10.10.1.1:59568,10.10.2.2:5001,32,0xcc1fea9d,0xcc1f6885,23,2147483647,63744,147522,29312
65.750699876,10.10.1.1:59568,10.10.2.2:5001,32,0xcc1ff5ed,0xcc1f6e2d,24,2147483647,66688,177044,29312
65.774797878,10.10.1.1:59568,10.10.2.2:5001,32,0xcc20013d,0xcc1f73d5,25,2147483647,69504,203235,29312
65.786819544,10.10.1.1:59568,10.10.2.2:5001,32,0xcc200c8d,0xcc1f797d,26,2147483647,72448,227293,29312
65.798844837,10.10.1.1:59568,10.10.2.2:5001,32,0xcc2017dd,0xcc1f7f25,27,2147483647,75392,249845,29312
65.810697177,10.10.1.1:59568,10.10.2.2:5001,32,0xcc20232d,0xcc1f84cd,28,2147483647,78208,271083,29312
65.822767390,10.10.1.1:59568,10.10.2.2:5001,32,0xcc202e7d,0xcc1f8a75,29,2147483647,81152,289652,29312
65.834791105,10.10.1.1:59568,10.10.2.2:5001,32,0xcc2039cd,0xcc1f901d,30,2147483647,84096,307411,29312
65.846832744,10.10.1.1:59568,10.10.2.2:5001,32,0xcc20451d,0xcc1f95c5,31,2147483647,86912,322960,29312
65.858698918,10.10.1.1:59568,10.10.2.2:5001,32,0xcc20506d,0xcc1f9b6d,32,2147483647,89856,338072,29312
65.870722409,10.10.1.1:59568,10.10.2.2:5001,32,0xcc205bbd,0xcc1fa115,33,2147483647,92672,351265,29312
65.882743496,10.10.1.1:59568,10.10.2.2:5001,32,0xcc20670d,0xcc1fa6bd,34,2147483647,95616,364312,29312
65.894735554,10.10.1.1:59568,10.10.2.2:5001,32,0xcc20725d,0xcc1fac65,35,2147483647,98560,375736,29312
65.906803493,10.10.1.1:59568,10.10.2.2:5001,32,0xcc207dad,0xcc1fb20d,36,2147483647,101376,387230,29312
65.918697214,10.10.1.1:59568,10.10.2.2:5001,32,0xcc2088fd,0xcc1fb7b5,37,2147483647,104320,397296,29312
65.930676972,10.10.1.1:59568,10.10.2.2:5001,32,0xcc20944d,0xcc1fbd5d,38,2147483647,107264,407590,29312
65.942713430,10.10.1.1:59568,10.10.2.2:5001,32,0xcc209f9d,0xcc1fc305,39,2147483647,110080,416556,29312
66.146531683,10.10.1.1:59568,10.10.2.2:5001,32,0xcc20aaed,0xcc1fc8ad,40,2147483647,113024,425906,29312
66.446407559,10.10.1.1:59568,10.10.2.2:5001,32,0xcc20b63d,0xcc1fce55,41,2147483647,115840,448965,29312
66.458375249,10.10.1.1:59568,10.10.2.2:5001,32,0xcc20c18d,0xcc1fd3fd,42,2147483647,118784,485778,29312
66.470270491,10.10.1.1:59568,10.10.2.2:5001,32,0xcc20ccdd,0xcc1fd9a5,43,2147483647,121728,517998,29312
66.482378741,10.10.1.1:59568,10.10.2.2:5001,32,0xcc20d82d,0xcc1fdf4d,44,2147483647,124544,547677,29312
66.494364400,10.10.1.1:59568,10.10.2.2:5001,32,0xcc20e37d,0xcc1fe4f5,45,2147483647,127488,573648,29312
66.506362716,10.10.1.1:59568,10.10.2.2:5001,32,0xcc20eecd,0xcc1fea9d,46,2147483647,130432,597870,29312
66.518348578,10.10.1.1:59568,10.10.2.2:5001,32,0xcc20fa1d,0xcc1ff045,47,2147483647,133248,619075,29312
66.530284305,10.10.1.1:59568,10.10.2.2:5001,32,0xcc21056d,0xcc1ff5ed,48,2147483647,136192,639128,29312
66.542334704,10.10.1.1:59568,10.10.2.2:5001,32,0xcc2110bd,0xcc1ffb95,49,2147483647,139008,656684,29312
66.578315492,10.10.1.1:59568,10.10.2.2:5001,32,0xcc211c0d,0xcc20013d,50,2147483647,141952,673552,29312
66.590439941,10.10.1.1:59568,10.10.2.2:5001,32,0xcc21275d,0xcc2006e5,51,2147483647,144896,689796,29312
66.602356588,10.10.1.1:59568,10.10.2.2:5001,32,0xcc2132ad,0xcc200c8d,52,2147483647,147712,705526,29312
66.614300217,10.10.1.1:59568,10.10.2.2:5001,32,0xcc213dfd,0xcc201235,53,2147483647,150656,719277,29312
66.626287731,10.10.1.1:59568,10.10.2.2:5001,32,0xcc21494d,0xcc2017dd,54,2147483647,153600,732801,29312
66.638160187,10.10.1.1:59568,10.10.2.2:5001,44,0xcc21549d,0xcc201d85,55,2147483647,156416,744630,29312
66.650172232,10.10.1.1:59568,10.10.2.2:5001,52,0xcc215a45,0xcc201d85,55,2147483647,159360,754984,29312
66.662185444,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,54,27,162176,764035,29312
66.674249403,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,51,27,165120,771955,29312
66.686368968,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,50,27,168064,778887,29312
66.698226482,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,48,27,170880,784984,29312
66.710207007,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,47,27,172288,790299,29312
66.722166380,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,45,27,172288,794943,29312
66.734229473,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,44,27,172288,799003,29312
66.746188731,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,42,27,172288,802555,29312
66.758213470,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,41,27,172288,805672,29312
66.770216713,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,39,27,172288,808405,29312
66.974041146,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,38,27,172288,810792,29312
67.273796374,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,36,27,172288,812880,29312
67.285879730,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,35,27,172288,814694,29312
67.297717659,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,33,27,172288,816295,29312
67.309869621,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,32,27,172288,817688,29312
67.321794007,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,30,27,172288,818913,29312
67.333727535,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,29,27,172288,819977,29312
67.345831814,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,27,27,172288,820900,29312
67.357713290,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,26,27,172288,821723,29312
67.369729027,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,25,27,172288,822436,29312
67.405775824,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,24,27,172288,823056,29312
67.417651115,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,23,27,172288,823606,29312
67.429909554,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,22,27,172288,824056,29312
67.441639781,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,21,27,172288,824492,29312
67.453716041,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,20,27,172288,824848,29312
67.465764870,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,19,27,172288,825170,29312
67.477811619,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc201d85,18,27,172288,825473,29312
67.489706010,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215a45,0xcc2028d5,27,27,169472,825789,29312
67.501641652,10.10.1.1:59568,10.10.2.2:5001,60,0xcc215fed,0xcc203425,27,27,166656,824565,29312
67.513762705,10.10.1.1:59568,10.10.2.2:5001,60,0xcc216595,0xcc203f75,27,27,163840,821995,29312
67.525744927,10.10.1.1:59568,10.10.2.2:5001,60,0xcc216b3d,0xcc204ac5,27,27,161024,818245,29312
67.537657826,10.10.1.1:59568,10.10.2.2:5001,60,0xcc2170e5,0xcc205615,27,27,158208,813465,29312
67.897387949,10.10.1.1:59568,10.10.2.2:5001,60,0xcc21768d,0xcc206165,27,27,155392,807782,29312
67.909399798,10.10.1.1:59568,10.10.2.2:5001,60,0xcc217c35,0xcc206cb5,27,27,152576,784809,29312
67.921442365,10.10.1.1:59568,10.10.2.2:5001,60,0xcc2181dd,0xcc207805,27,27,149760,763208,29312
67.933360322,10.10.1.1:59568,10.10.2.2:5001,60,0xcc218785,0xcc208355,27,27,146944,742807,29312
67.945365972,10.10.1.1:59568,10.10.2.2:5001,60,0xcc218d2d,0xcc208ea5,27,27,144128,723456,29312
67.957330611,10.10.1.1:59568,10.10.2.2:5001,60,0xcc2192d5,0xcc2099f5,27,27,142336,706524,29312
67.993335424,10.10.1.1:59568,10.10.2.2:5001,60,0xcc21987d,0xcc20a545,27,27,144768,691708,29312
68.005295506,10.10.1.1:59568,10.10.2.2:5001,60,0xcc219e25,0xcc20b095,27,27,147328,678745,29312
68.017414410,10.10.1.1:59568,10.10.2.2:5001,60,0xcc21a3cd,0xcc20bbe5,27,27,149760,667402,29312
68.029380754,10.10.1.1:59568,10.10.2.2:5001,60,0xcc21a975,0xcc20c735,27,27,152320,657476,29312
68.041286427,10.10.1.1:59568,10.10.2.2:5001,60,0xcc21af1d,0xcc20d285,27,27,154752,648792,29312
68.053249835,10.10.1.1:59568,10.10.2.2:5001,60,0xcc21b4c5,0xcc20ddd5,27,27,157312,641193,29312
68.065364596,10.10.1.1:59568,10.10.2.2:5001,60,0xcc21ba6d,0xcc20e925,27,27,159744,634544,29312
68.077314133,10.10.1.1:59568,10.10.2.2:5001,60,0xcc21c015,0xcc20f475,27,27,162304,628726,29312
68.089265823,10.10.1.1:59568,10.10.2.2:5001,60,0xcc21c5bd,0xcc20ffc5,27,27,164736,625135,29312
68.101175377,10.10.1.1:59568,10.10.2.2:5001,60,0xcc21cb65,0xcc210b15,27,27,167296,623493,29312
68.113138659,10.10.1.1:59568,10.10.2.2:5001,60,0xcc21d10d,0xcc211665,27,27,176768,623557,29312
68.125268057,10.10.1.1:59568,10.10.2.2:5001,60,0xcc21d6b5,0xcc2121b5,27,27,179584,625112,29312
68.137254308,10.10.1.1:59568,10.10.2.2:5001,60,0xcc21dc5d,0xcc212d05,27,27,182528,627973,29312
68.149145199,10.10.1.1:59568,10.10.2.2:5001,52,0xcc21e205,0xcc213855,27,27,185344,631976,29312
68.161228972,10.10.1.1:59568,10.10.2.2:5001,44,0xcc21e7ad,0xcc2143a5,27,27,188288,636979,29312
68.173155845,10.10.1.1:59568,10.10.2.2:5001,32,0xcc21ed55,0xcc214ef5,27,27,191232,642857,29312
68.185173823,10.10.1.1:59568,10.10.2.2:5001,32,0xcc21f2fd,0xcc215a45,27,27,194048,649500,29312
